source,target
Javier - behavior change,Julia - Who owns the internet?
Javier - behavior change,Julian - change the way we see tech
Javier - behavior change,Julian - city as operating system
Javier - behavior change,Julian - Shapes the way we think
Javier - behavior change,Kevin - algo culture 1
Javier - behavior change,Kevin - algo culture 2
Javier - behavior change,Kevin - algo culture 3
Javier - behavior change,Kevin - math havoc 1
Javier - behavior change,Kevin - tracking rendition flights
Javier - behavior change,Kyle_MC - Anonymous
Javier - behavior change,Kyle_MC - Julian Oliver
Javier - behavior change,Kyle_MC - Dangerous to conflate
Javier - behavior change,Ramsey - algorithms run wild
Javier - behavior change,Ramsey - dating algorithms
Javier - behavior change,Ramsey - dystopia
Javier - behavior change,Ramsey - Google glass
Javier - behavior change,Ramsey - google's business model 1
Javier - behavior change,Ramsey - google's business model 2
Javier - behavior change,Regine - looking forward to problems
Javier - Hummingbird drone,Bruce - Augmented Ubiquity
Javier - Hummingbird drone,Kyle_MC - Face Tracking military
Javier - Hummingbird drone,Kyle_MC - kinect 2
Javier - Hummingbird drone,Kyle_MC - folowing the finger
Javier - Hummingbird drone,Regine - future camera
Javier - Drones can help,Kyle_MC - Face Tracking military
Javier - Drones can help,Regine - future camera
Javier - Julian Oliver,Aaron - infinity
Javier - Julian Oliver,Aaron - digital trace
Javier - Julian Oliver,Bruce - military
Javier - Julian Oliver,Fernanda - Policy and data
Javier - Julian Oliver,Fernanda - live data
Javier - Julian Oliver,Jen - facebook data
Javier - Julian Oliver,Jen - data crystal ball 2
Javier - Julian Oliver,Jen - data crystal ball 3
Javier - Julian Oliver,Jen - intuitive spelunking
Javier - Julian Oliver,Jer - Big Data Security
Javier - Julian Oliver,Jer - Data ownership
Javier - Julian Oliver,Julia - million facebook
Javier - Julian Oliver,Julia - Who owns the internet?
Javier - Julian Oliver,Julian - Critical engineering
Javier - Julian Oliver,Julian - Transparency
Javier - Julian Oliver,Kevin - reality in the eyes of data
Javier - Julian Oliver,Kyle_MC - Anonymous
Javier - Julian Oliver,Martin - Big data 1
Javier - hacker critique,Bruce - Wikipedia 2
Javier - hacker critique,Fernanda - History flow 1
Javier - hacker critique,Fernanda - History flow 4
Javier - hacker critique,Kyle_MC - Anonymous
Javier - hacker critique,Ramsey - google's business model 2
Javier - hackers 1,Regine - Hacking
Javier - hackers 1,Regine - Hackers
Javier - Data ownership,Bruce - hamster herding
Javier - Data ownership,Fernanda - Personal data
Javier - Data ownership,Golan - staring down the barrel
Javier - Data ownership,Jen - prisons
Javier - Data ownership,Jer - Research at Open Paths
Javier - Data ownership,Jer - deciding not to record
Javier - Data ownership,Jer - storage
Javier - Data ownership,Julian - what's inside this thing
Javier - Data ownership,Karsten - why don't we learn?
Javier - Data ownership,Karsten - solving complex problems
Javier - Data ownership,Kyle_MC - devices
Javier - Data ownership,Kyle_MC - Transparent tech 2
Javier - Data ownership,Kyle_MC - shaping the direction
Javier - Data ownership,Lauren - student apps 2
Javier - Data ownership,Martin - Statistics
Javier - Data ownership,Ramsey - google's business model 1
Javier - Data ownership,Ramsey - google's business model 2
Javier - Data ownership,Regine - elitist and their gadgets
Javier - Data ownership,Regine - looking forward to problems
Jen - MathMajor 1,Binx - Background
Jen - MathMajor 1,Casey - Programming at 26
Jen - MathMajor 1,Greg - makematics1
Jen - MathMajor 1,Karsten - east german hardware 2
Jen - MathMajor 1,Nervous_Jessica - MIT beginning
Jen - MathMajor 1,Shiffman - Maybe I'd like that
Jen - MathMajor 1,Zach - Open Frameworks 3
Jen - MathMajor 1,Joel - Amiga500
Jen - a different mathematics,Bruce - beauty of code 2
Jen - a different mathematics,Bruce - beauty of code 3
Jen - a different mathematics,Bruce - beauty of math
Jen - a different mathematics,Kevin - invented as opposed to discovered 1
Jen - a different mathematics,Kevin - invented as opposed to discovered 2
Jen - a different mathematics,Martin - language and infinity
Jen - a different mathematics,Philip - first time computation
Jen - a different mathematics,Ramsey - does nature compute? 2
Jen - a different mathematics,Ramsey - social computer
Jen - a different mathematics,Ramsey - computation is interpretation of rules
Jen - a different mathematics,Intro - LogicOfPixels
Jen - Math simulating reality,Andres - camera distorts reality
Jen - Math simulating reality,Bruce - beauty of code 2
Jen - Math simulating reality,Bruce - beauty of code 3
Jen - Math simulating reality,Bruce - beauty of math
Jen - Math simulating reality,Karolina - uncanny/sniff
Jen - Math simulating reality,Kevin - invented as opposed to discovered 1
Jen - Math simulating reality,Kevin - invented as opposed to discovered 2
Jen - Math simulating reality,Kyle_CH - coding 2
Jen - Math simulating reality,Martin - language and infinity
Jen - Math simulating reality,Patricio - Discovering Mathematical Reality
Jen - Math simulating reality,Philip - understanding through physics
Jen - Math simulating reality,Philip - bits and bytes
Jen - Math simulating reality,Shiffman - reality will only get you so far
Jen - Math simulating reality,LIA - VisualizeAnIdea
Jen - Math shapes the world,Andres - fuzzy systems
Jen - Math shapes the world,Kevin - invented as opposed to discovered 1
Jen - Math shapes the world,Kevin - invented as opposed to discovered 2
Jen - Math shapes the world,Patricio - Discovering Mathematical Reality
Jen - Math shapes the world,Sophy - the Cloud
Jen - Lidar 1,Andres - Computational lens
Jen - Lidar 1,Elliot - Kinect
Jen - Predicting weather,Fernanda - seeing patterns 1
Jen - Predicting weather,Fernanda - Wind visualization 2
Jen - Predicting weather,Jer - Pattern
Jen - Predicting weather,Karolina - Ocean as metaphor
Jen - Predicting weather,Martin - data revleation
Jen - Predicting weather,Martin - Zooming is critical
Jen - Predicting weather,Martin - Seeing the whole 1
Jen - Predicting weather,Patricio - Discovering Mathematical Reality
Jen - Predicting weather,Ramsey - elegant system
Jen - Predicting weather,Shiffman - how far could we get?
Jen - hated computer science,Binx - tech fracturing
Jen - hated computer science,Bruce - Constant improvement
Jen - hated computer science,Casey - Programming at 26
Jen - hated computer science,Higa - language barriers
Jen - hated computer science,Higa - thick wall
Jen - hated computer science,JTNimoy - I addicted myself
Jen - hated computer science,Patricio - CopyPaste
Jen - hated computer science,Patricio - Cryptic code
Jen - hated computer science,Ramsey - designing languages
Jen - hated computer science,Ramsey - complacency 1
Jen - hated computer science,Ramsey - complacency 2
Jen - hated computer science,Ramsey - complicated C++
Jen - hated computer science,Shantell - Coding: what does it feel like?
Jen - hated computer science,Shantell - Coding gesturally
Jen - hated computer science,Shiffman - Maybe I'd like that
Jen - hated computer science,Shiffman - offers me a way to think
Jen - hated computer science,Zach - Fucking boring
Jen - hated computer science,Zach - Open Frameworks 3
Jen - hated computer science,Diederick - allprogrammershavethat
Jen - hated computer science,Diederick - hackathon1
Jen - hated computer science,Intro - Learning
Jen - hated computer science,Intro - Programming
Jen - hated computer science,Joel - Amiga500
Jen - necessity of code 1,Bruce - Constant improvement
Jen - necessity of code 1,JTNimoy - I addicted myself
Jen - necessity of code 1,Karsten - programming is...
Jen - necessity of code 1,Ramsey - designing languages
Jen - necessity of code 1,Shantell - Coding: what does it feel like?
Jen - necessity of code 1,Shiffman - offers me a way to think
Jen - necessity of code 1,Zach - Fucking boring
Jen - necessity of code 1,Damion - CodingAndCommunication
Jen - necessity of code 1,Diederick - allprogrammershavethat
Jen - necessity of code 1,Diederick - hackathon1
Jen - necessity of code 1,Intro - Programming
Jen - necessity of code 2,Bruce - Constant improvement
Jen - necessity of code 2,JTNimoy - I addicted myself
Jen - necessity of code 2,Karsten - programming is...
Jen - necessity of code 2,Ramsey - designing languages
Jen - necessity of code 2,Shantell - Coding: what does it feel like?
Jen - necessity of code 2,Shantell - Coding gesturally
Jen - necessity of code 2,Shiffman - offers me a way to think
Jen - necessity of code 2,Damion - CodingAndCommunication
Jen - necessity of code 2,Diederick - allprogrammershavethat
Jen - necessity of code 2,Diederick - hackathon1
Jen - necessity of code 2,Intro - Programming
Jen - necessity of code 2,LIA - IdeaToCode
Jen - sitting in front of a computer,Julia - what is it doing to us
Jen - sitting in front of a computer,Kyle_MC - People staring at screens 1
Jen - sitting in front of a computer,Kyle_MC - People staring at screens 2
Jen - sitting in front of a computer,Lauren - Virtual tension 1
Jen - sitting in front of a computer,Lauren - Virtual tension 2
Jen - sitting in front of a computer,Lauren - modern distraction
Jen - sitting in front of a computer,Maeda - distraction and focus
Jen - sitting in front of a computer,Martin - looking at art
Jen - sitting in front of a computer,Martin - short attention span
Jen - sitting in front of a computer,Paola - social media quicksand
Jen - sitting in front of a computer,Shantell - Coding: what does it feel like?
Jen - sitting in front of a computer,Zach - Fucking boring
Jen - sitting in front of a computer,Zach - programming 2
Jen - struggle with programming,Higa - understanding pointers
Jen - struggle with programming,Martin - verbal programming debate
Jen - struggle with programming,Paola - changes the way you think
Jen - struggle with programming,Paola - code changes your thinking
Jen - struggle with programming,Ramsey - designing languages
Jen - struggle with programming,Ramsey - no ambiguity allowed
Jen - struggle with programming,Ramsey - language as expression
Jen - struggle with programming,Ramsey - complicated C++
Jen - struggle with programming,Ramsey - C++ built the modern world
Jen - struggle with programming,Zach - Fucking boring
Jen - struggle with programming,Zach - Open Frameworks 3
Jen - struggle with programming,LIA - Lingo
Jen - to program or not to program,Philip - get an idea
Jen - to program or not to program,Ramsey - literacy
Jen - to program or not to program,Ramsey - no ambiguity allowed
Jen - to program or not to program,Ramsey - complicated C++
Jen - to program or not to program,Zach - Fucking boring
Jen - to program or not to program,Zach - Open Frameworks 3
Jen - new toolkits,Lauren - languages as tools
Jen - new toolkits,Ramsey - no ambiguity allowed
Jen - new toolkits,Zach - Open Frameworks 3
Jen - facebook data,Aaron - infinity
Jen - facebook data,Aaron - digital trace
Jen - facebook data,Fernanda - live data
Jen - facebook data,Greg - the "Like" button cascade
Jen - facebook data,Javier - Julian Oliver
Jen - facebook data,Jer - lives being documented through data
Jen - facebook data,Jer - Big Data Security
Jen - facebook data,Jer - Data ownership
Jen - facebook data,Jer - Thought it was boring
Jen - facebook data,Jer - storage
Jen - facebook data,Julia - million facebook
Jen - facebook data,Kyle_CH - Future life storage
Jen - facebook data,Martin - Big data 1
Jen - data crystal ball 2,Javier - Julian Oliver
Jen - data crystal ball 3,Binx - big data
Jen - data crystal ball 3,Fernanda - defense of complexity 2
Jen - data crystal ball 3,Fernanda - Google plus 2
Jen - data crystal ball 3,Fernanda - Policy and data
Jen - data crystal ball 3,Javier - Julian Oliver
Jen - data crystal ball 3,Karsten - database
Jen - data crystal ball 3,Martin - Inflation not that interesting
Jen - data crystal ball 3,Martin - Seeing the whole 1
Jen - data crystal ball 3,Martin - Big data 1
Jen - data crystal ball 3,Martin - Big data
Jen - personal archive 1,Aaron - exciting time
Jen - personal archive 1,Aaron - digital trace
Jen - personal archive 1,Binx - trips
Jen - personal archive 1,Binx - meaningful shape1
Jen - personal archive 1,Fernanda - Personal data
Jen - personal archive 1,Fernanda - email storytelling
Jen - personal archive 1,Fernanda - quantified self
Jen - personal archive 1,Jer - lives being documented through data
Jen - personal archive 1,Jer - Thought it was boring
Jen - personal archive 1,Jer - storage
Jen - personal archive 1,JTNimoy - data loss
Jen - personal archive 1,Karsten - archiving
Jen - personal archive 1,Karsten - preserving history
Jen - personal archive 1,Kyle_CH - old server farms
Jen - personal archive 1,Kyle_CH - Future life storage
Jen - personal archive 1,Kyle_CH - Twitter archive
Jen - personal archive 1,Kyle_MC - Keytweeter 1
Jen - personal archive 1,Lauren - computer self 1
Jen - personal archive 1,Lauren - computer self 2
Jen - personal archive 1,Lauren - data ownership 2
Jen - personal archive 1,Lauren - digital afterlife
